Feature_ID	Female_108 - Total gene reads	Male_108 - Total gene reads
TR30510|c1_g1_i2	44	49
TR30510|c1_g1_i3	0	0
TR30510|c1_g1_i4	19	21
TR30510|c1_g1_i5	16	0
TR30510|c1_g1_i6	0	0
TR30510|c1_g1_i7	12	7
TR30510|c1_g1_i8	21	8
TR30510|c1_g2_i1	0	0
TR30511|c0_g1_i1	208	524
TR30512|c0_g1_i1	689	393
TR30512|c0_g1_i2	23	114
TR30513|c0_g1_i1	510	685
TR30513|c0_g1_i2	239	288
TR30513|c0_g1_i3	1218	1222
TR30513|c0_g2_i1	61	59
TR30514|c0_g1_i1	438	251
TR30514|c0_g2_i1	40	26
TR30515|c0_g1_i1	897	915
TR30516|c0_g1_i1	461	401
TR30517|c0_g1_i1	45	83
TR30517|c0_g1_i2	74	35
TR30517|c0_g1_i3	0	0
TR30517|c0_g1_i4	3	1
TR30517|c0_g1_i5	2	7
TR30517|c0_g1_i6	0	0
TR30517|c1_g1_i1	8	6
TR30517|c2_g1_i1	4	3
TR30518|c0_g1_i1	174	25
TR30518|c0_g1_i2	61	7
TR30519|c0_g1_i1	223	191
TR30519|c0_g1_i2	213	148
TR30519|c0_g1_i3	0	0
TR30519|c0_g1_i4	10	18
TR30519|c0_g1_i5	435	153
TR30520|c0_g1_i1	1145	1821
TR30520|c0_g1_i2	738	664
TR30521|c0_g1_i1	225	333
TR30521|c1_g1_i1	53	149
TR30521|c1_g1_i2	600	399
TR30522|c0_g1_i1	50	151
TR30522|c1_g1_i1	5	13
TR30522|c1_g1_i2	23	23
TR30522|c1_g1_i3	43	32
TR30523|c0_g1_i1	48	1827
TR30523|c0_g1_i2	244	668
TR30523|c0_g2_i1	0	25
TR30524|c0_g1_i1	515	362
TR30525|c2_g1_i1	139	173
TR30525|c2_g1_i2	4	10
TR30525|c2_g1_i3	151	235
TR30525|c2_g1_i4	207	250
TR30525|c2_g1_i5	451	666
TR30525|c2_g1_i6	31	66
TR30525|c2_g1_i7	102	179
TR30526|c0_g1_i1	0	50
TR30526|c0_g1_i2	0	103
TR30526|c0_g1_i3	157	410
TR30526|c0_g1_i4	7	28
TR30526|c0_g1_i5	20	107
TR30526|c0_g1_i6	0	52
TR30526|c0_g1_i7	29	44
TR30526|c0_g1_i8	13	40
TR30526|c0_g1_i9	8	11
TR30526|c0_g1_i10	42	51
TR30526|c0_g1_i11	11	449
TR30526|c0_g1_i12	0	19
TR30526|c0_g1_i13	8	42
TR30526|c0_g1_i14	0	2
TR30526|c0_g1_i15	0	1
TR30526|c0_g1_i16	0	57
TR30526|c0_g1_i17	93	675
TR30526|c0_g1_i18	0	34
TR30527|c1_g1_i1	918	545
TR30527|c2_g1_i1	5	1
TR30527|c2_g2_i1	116	125
TR30528|c0_g1_i1	5903	5673
TR30529|c0_g1_i1	57	137
TR30529|c0_g1_i2	20	48
TR30530|c0_g1_i1	354	1839
TR30530|c0_g1_i2	29	315
TR30531|c0_g1_i1	22	49
TR30531|c1_g1_i1	38	101
TR30531|c1_g1_i2	21	62
TR30532|c0_g1_i1	585	1091
TR30532|c0_g1_i2	1899	2609
TR30533|c1_g1_i1	26	45
TR30533|c1_g1_i2	18	67
TR30533|c1_g1_i3	54	120
TR30533|c1_g1_i4	20	56
TR30534|c0_g1_i1	367	352
TR30535|c0_g1_i1	108	54
TR30535|c0_g1_i2	14	9
TR30535|c0_g1_i3	564	550
TR30536|c0_g1_i1	32	143
TR30536|c0_g1_i2	278	655
TR30536|c0_g1_i3	87	280
TR30537|c0_g1_i1	108	109
TR30538|c0_g1_i1	56	45
TR30538|c0_g1_i2	12	12
TR30538|c0_g1_i3	18	13
TR30538|c0_g1_i4	16	40
TR30538|c0_g1_i5	0	13
TR30538|c0_g2_i1	0	8
TR30539|c0_g1_i1	2	624
TR30540|c0_g1_i1	4	13
TR30540|c0_g1_i2	3	0
TR30540|c0_g1_i3	10	0
TR30540|c0_g1_i4	5	95
TR30540|c0_g1_i5	0	0
TR30540|c0_g1_i6	5	74
TR30540|c0_g1_i7	13	3
TR30540|c0_g1_i8	2	10
TR30541|c0_g1_i1	94	94
TR30541|c0_g1_i2	24	31
TR30541|c0_g1_i3	15	0
TR30541|c0_g1_i4	16	6
TR30542|c0_g1_i1	0	0
TR30542|c0_g1_i2	0	4
TR30542|c0_g1_i3	2632	3159
TR30542|c0_g1_i4	0	0
TR30542|c0_g1_i5	22	57
TR30542|c0_g1_i6	465	274
TR30542|c0_g1_i7	2907	6697
TR30542|c0_g1_i8	0	0
TR30542|c0_g1_i9	74	166
TR30543|c0_g1_i1	56	91
TR30543|c0_g1_i2	3	11
TR30544|c0_g1_i1	192	193
TR30544|c0_g1_i2	0	9
TR30544|c0_g1_i3	43	24
TR30544|c0_g1_i4	109	228
TR30544|c0_g1_i5	16	0
TR30544|c0_g1_i6	13	8
TR30544|c1_g1_i1	17	24
TR30545|c0_g1_i1	13	0
TR30545|c0_g2_i1	108	73
TR30545|c0_g2_i2	60	109
TR30545|c0_g3_i1	0	12
TR30545|c0_g4_i1	13	12
TR30546|c1_g1_i1	95	197
TR30546|c1_g1_i2	209	500
TR30546|c1_g1_i3	3	82
TR30547|c0_g1_i1	437	382
TR30548|c0_g1_i1	359	220
TR30549|c0_g1_i1	2	6
TR30549|c0_g1_i2	18	126
TR30550|c0_g1_i1	499	391
TR30551|c0_g1_i1	189	366
TR30552|c0_g1_i1	359	342
TR30552|c0_g1_i2	20	55
TR30552|c0_g2_i1	52	33
TR30552|c0_g2_i2	27	63
TR30552|c0_g2_i3	111	85
TR30553|c0_g1_i1	1719	1590
TR30554|c0_g1_i1	826	613
TR30554|c0_g1_i2	34	16
TR30555|c0_g1_i1	230	61
TR30555|c0_g1_i2	62	51
TR30555|c0_g1_i3	113	90
TR30556|c0_g1_i1	106	27
TR30556|c0_g1_i2	52	33
TR30557|c0_g1_i1	629	135
TR30557|c0_g1_i2	1842	1218
TR30558|c0_g1_i1	3	8
TR30558|c0_g1_i2	19	38
TR30558|c0_g1_i3	31	10
TR30558|c0_g1_i4	32	28
TR30558|c0_g1_i5	2	8
TR30558|c0_g1_i6	55	67
TR30558|c0_g1_i7	34	39
TR30558|c0_g1_i8	26	26
TR30558|c0_g1_i9	14	14
TR30558|c0_g1_i10	9	11
TR30558|c0_g1_i11	27	14
TR30558|c0_g1_i12	4	0
TR30558|c0_g1_i13	11	7
TR30558|c0_g1_i14	14	7
TR30558|c0_g1_i15	79	194
TR30558|c0_g1_i16	1	0
TR30558|c0_g1_i17	0	0
TR30558|c0_g1_i18	0	45
TR30558|c0_g1_i19	0	0
TR30558|c0_g1_i20	0	0
TR30558|c0_g1_i21	0	0
TR30558|c0_g2_i1	16	5
TR30558|c0_g1_i22	2	23
TR30558|c0_g1_i23	11	47
TR30558|c0_g1_i24	33	0
TR30559|c0_g1_i1	1165	1543
TR30560|c0_g1_i1	115	114
TR30560|c1_g1_i1	334	248
TR30561|c0_g1_i1	171	261
TR30562|c0_g1_i1	6	10
TR30562|c0_g2_i1	8	12
TR30562|c1_g1_i1	10127	7646
TR30562|c1_g1_i2	154	90
TR30562|c1_g1_i3	3494	1898
TR30563|c0_g1_i1	2897	2255
TR30563|c0_g1_i2	2104	937
TR30564|c0_g1_i1	57	26
TR30564|c0_g1_i2	10	23
TR30565|c1_g1_i1	29	0
TR30565|c1_g1_i2	4	0
TR30565|c1_g1_i3	9	20
TR30565|c1_g1_i4	0	3
TR30565|c1_g1_i5	42	61
TR30565|c1_g1_i6	26	0
TR30565|c1_g1_i7	26	0
TR30565|c1_g1_i8	0	12
TR30565|c1_g1_i9	1	25
TR30565|c1_g1_i10	42	17
TR30565|c1_g1_i11	24	1
TR30565|c1_g1_i12	0	0
TR30565|c2_g1_i1	14	22
TR30565|c2_g1_i2	42	57
TR30565|c2_g2_i1	12	11
TR30565|c2_g1_i3	132	174
TR30565|c2_g1_i4	53	47
TR30565|c2_g1_i5	70	98
TR30565|c2_g2_i2	13	0
TR30565|c2_g1_i6	24	35
TR30565|c2_g1_i7	83	127
TR30565|c2_g1_i8	25	42
TR30565|c2_g1_i9	29	50
TR30565|c2_g1_i10	68	77
TR30565|c2_g1_i11	41	47
TR30565|c2_g2_i3	25	47
TR30565|c2_g3_i1	188	218
TR30566|c0_g1_i1	2817	3971
TR30566|c0_g2_i1	13	39
TR30567|c0_g1_i1	64	76
TR30567|c0_g2_i1	70	69
TR30567|c0_g2_i2	133	168
TR30567|c0_g2_i3	150	135
TR30567|c0_g2_i4	0	0
TR30568|c0_g1_i1	184	496
TR30568|c0_g1_i2	308	562
TR30569|c0_g1_i1	161	85
TR30570|c0_g1_i1	420	367
TR30570|c0_g1_i2	351	458
TR30571|c0_g1_i1	286	50
TR30571|c0_g1_i2	181	44
TR30571|c0_g1_i3	64	14
TR30572|c0_g1_i1	25	13
TR30572|c0_g2_i1	44	21
TR30572|c0_g1_i2	5	18
TR30572|c0_g1_i3	0	6
TR30572|c0_g1_i4	40	0
TR30572|c0_g1_i5	7	6
TR30572|c0_g1_i6	0	31
TR30572|c0_g3_i1	10	35
TR30573|c0_g1_i1	58718	71861
TR30574|c0_g1_i1	65	200
TR30575|c0_g1_i1	47	83
TR30575|c0_g1_i2	55	0
TR30575|c0_g1_i3	0	0
TR30575|c0_g1_i4	0	0
TR30575|c0_g2_i1	15	15
TR30576|c0_g1_i1	602	6957
TR30576|c0_g1_i2	96	3626
TR30576|c0_g1_i3	782	13995
TR30576|c0_g1_i4	11	246
TR30576|c0_g1_i5	50	453
TR30576|c0_g1_i6	39	4
TR30577|c0_g1_i1	23	160
TR30577|c0_g1_i2	127	221
TR30577|c0_g1_i3	11	100
TR30577|c0_g1_i4	32	31
TR30577|c0_g1_i5	258	442
TR30577|c0_g1_i6	10	31
TR30577|c0_g1_i7	2	7
TR30577|c0_g1_i8	0	0
TR30578|c0_g1_i1	32	0
TR30578|c0_g1_i2	105	102
TR30578|c0_g1_i3	80	69
TR30578|c0_g1_i4	46	56
TR30579|c0_g1_i1	1330	2423
TR30580|c0_g1_i1	0	0
TR30580|c0_g1_i2	184	148
TR30580|c0_g1_i3	28	0
TR30580|c0_g1_i4	106	97
TR30580|c0_g1_i5	54	58
TR30581|c0_g1_i1	1260	2108
TR30582|c0_g1_i1	3	8
TR30582|c0_g1_i2	4	17
TR30582|c0_g2_i1	17	76
TR30582|c0_g2_i2	5	12
TR30582|c1_g1_i1	13	7
TR30582|c1_g1_i2	74	126
TR30582|c2_g1_i1	258	260
TR30582|c2_g1_i2	764	861
TR30582|c2_g1_i3	13	49
TR30583|c0_g1_i1	244	128
TR30583|c0_g2_i1	73	35
TR30584|c0_g1_i1	8	13
TR30584|c1_g1_i1	4	3
TR30584|c1_g1_i2	10	7
TR30584|c1_g1_i3	13	6
TR30584|c2_g1_i1	14	17
TR30584|c2_g1_i2	5	2
TR30584|c2_g1_i3	17	8
TR30585|c0_g1_i1	6	6
TR30585|c0_g1_i2	0	8
TR30585|c0_g1_i3	0	0
TR30585|c0_g1_i4	7	8
TR30585|c0_g1_i5	4	21
TR30585|c0_g1_i6	12	0
TR30585|c0_g1_i7	14	27
TR30585|c0_g2_i1	45	51
TR30586|c0_g1_i1	454	1008
TR30587|c0_g1_i1	14	15
TR30587|c0_g1_i2	26	74
TR30587|c0_g1_i3	8	10
TR30587|c0_g1_i4	37	54
TR30587|c1_g1_i1	37	54
TR30587|c1_g1_i2	14	2
TR30587|c1_g1_i3	10	5
TR30587|c1_g1_i4	15	7
TR30587|c1_g1_i5	10	33
TR30587|c1_g1_i6	0	27
TR30587|c1_g1_i7	27	1
TR30587|c1_g1_i8	38	62
TR30588|c0_g1_i1	45	71
TR30588|c1_g1_i1	5	0
TR30588|c1_g2_i1	314	302
TR30588|c1_g2_i2	14	19
TR30589|c0_g1_i1	126	304
TR30589|c0_g1_i2	221	393
TR30590|c0_g1_i1	227	0
TR30590|c0_g1_i2	9	0
TR30590|c0_g1_i3	358	447
TR30590|c0_g1_i4	15	54
TR30590|c0_g1_i5	2	9
TR30590|c0_g1_i6	43	75
TR30591|c1_g1_i1	86	39
TR30591|c1_g1_i2	144	38
TR30591|c1_g1_i3	195	15
TR30591|c1_g1_i4	28	13
TR30591|c1_g1_i5	110	15
TR30592|c0_g1_i1	124	204
TR30592|c0_g1_i2	147	89
TR30593|c0_g1_i1	121	143
TR30594|c0_g1_i1	2326	1482
TR30594|c0_g1_i2	1993	643
TR30595|c0_g1_i1	31	82
TR30595|c0_g1_i2	37	154
TR30596|c0_g1_i1	223	340
TR30597|c0_g1_i1	380	393
TR30598|c0_g1_i1	2	1
TR30598|c0_g2_i1	32	170
TR30598|c0_g2_i2	0	5
TR30599|c0_g1_i1	183	738
TR30599|c0_g1_i2	219	611
TR30600|c0_g1_i1	701	1087
TR30601|c0_g1_i1	215	264
TR30602|c0_g1_i1	0	7
TR30602|c0_g1_i2	14	0
TR30602|c0_g1_i3	15	35
TR30602|c0_g1_i4	178	177
TR30603|c0_g1_i1	8	4
TR30603|c0_g2_i1	0	7
TR30603|c0_g2_i2	0	0
TR30603|c0_g2_i3	60	110
TR30603|c0_g2_i4	45	127
TR30603|c0_g2_i5	17	24
TR30603|c0_g2_i6	0	9
TR30603|c0_g2_i7	0	40
TR30603|c0_g2_i8	0	9
TR30603|c0_g2_i9	0	5
TR30603|c0_g2_i10	0	0
TR30603|c0_g2_i11	0	0
TR30604|c0_g1_i1	179	179
TR30605|c0_g1_i1	34	58
TR30605|c3_g1_i1	36	59
TR30605|c4_g1_i1	0	23
TR30605|c4_g1_i2	6	64
TR30605|c5_g1_i1	0	121
TR30605|c5_g1_i2	102	105
TR30605|c5_g1_i3	52	40
TR30605|c5_g1_i4	58	173
TR30605|c5_g2_i1	67	67
TR30605|c6_g1_i1	7	58
TR30605|c6_g1_i2	11	35
TR30605|c6_g1_i3	2	85
TR30605|c6_g1_i4	200	3079
TR30605|c6_g1_i5	25	129
TR30605|c6_g1_i6	3	97
TR30605|c7_g1_i1	13	36
TR30606|c0_g1_i1	682	613
TR30606|c1_g1_i1	113	160
TR30607|c2_g1_i1	20	26
TR30607|c2_g1_i2	16	137
TR30607|c2_g2_i1	10	19
TR30607|c2_g2_i2	28	3
TR30607|c2_g2_i3	3	17
TR30607|c2_g2_i4	10	31
TR30607|c2_g2_i5	3	11
TR30607|c2_g2_i6	0	7
TR30607|c2_g2_i7	2	0
TR30607|c2_g3_i1	10	0
TR30607|c2_g2_i8	28	4
TR30607|c2_g2_i9	28	28
TR30607|c2_g2_i10	4	0
TR30607|c2_g2_i11	3	7
TR30607|c2_g2_i12	8	3
TR30607|c2_g2_i13	4	3
TR30607|c2_g3_i2	27	18
TR30607|c2_g3_i3	0	21
TR30607|c2_g4_i1	0	74
TR30607|c3_g1_i1	14	9
TR30608|c0_g1_i1	477	510
TR30608|c0_g1_i2	589	486
TR30608|c0_g2_i1	9	0
TR30608|c0_g3_i1	65	63
TR30609|c0_g1_i1	306	264
TR30610|c0_g1_i1	335	556
TR30611|c0_g1_i1	251	237
TR30612|c0_g1_i1	1006	1557
TR30613|c0_g1_i1	2035	4604
TR30614|c0_g1_i1	1638	2840
TR30614|c0_g1_i2	54	78
TR30615|c0_g1_i1	28	334
TR30615|c0_g1_i2	109	425
TR30615|c0_g1_i3	51	125
TR30616|c0_g1_i1	179	177
TR30617|c0_g1_i1	937	1286
TR30618|c0_g1_i1	54	50
TR30619|c0_g1_i1	1495	2358
TR30619|c0_g2_i1	0	0
TR30620|c0_g1_i1	141	119
TR30620|c0_g1_i2	132	236
TR30621|c0_g1_i1	892	4248
TR30622|c0_g1_i1	2	7
TR30622|c0_g1_i2	33	160
TR30622|c0_g1_i3	28	49
TR30622|c0_g1_i4	0	81
TR30622|c0_g1_i5	28	26
TR30622|c0_g1_i6	0	19
TR30622|c0_g1_i7	16	0
TR30623|c0_g1_i1	54	68
TR30623|c0_g1_i2	13	4
TR30623|c0_g1_i3	45	76
TR30623|c0_g1_i4	0	0
TR30624|c0_g1_i1	380	395
TR30625|c0_g1_i1	386	496
TR30626|c0_g1_i1	255	207
TR30626|c0_g1_i2	2543	1341
TR30626|c0_g1_i3	241	242
TR30627|c1_g1_i1	68	137
TR30627|c1_g2_i1	37	155
TR30627|c1_g3_i1	0	72
TR30627|c1_g3_i2	233	199
TR30627|c1_g3_i3	40	69
TR30627|c1_g4_i1	99	146
TR30627|c2_g1_i1	0	0
TR30627|c2_g1_i2	3	10
TR30627|c2_g1_i3	38	22
TR30627|c2_g1_i4	4	12
TR30627|c2_g2_i1	5	3
TR30627|c3_g1_i1	781	1105
TR30627|c3_g2_i1	146	402
TR30627|c4_g1_i1	44	54
TR30627|c4_g1_i2	0	0
TR30627|c4_g1_i3	20	18
TR30627|c4_g1_i4	37	97
TR30627|c4_g1_i5	7	2
TR30627|c4_g1_i6	9	10
TR30627|c4_g1_i7	59	101
TR30627|c4_g2_i1	31	42
TR30627|c4_g1_i8	30	0
TR30628|c0_g1_i1	26	18
TR30628|c0_g1_i2	284	166
TR30628|c0_g1_i3	43	32
TR30628|c0_g1_i4	85	68
TR30628|c0_g1_i5	31	15
TR30628|c0_g1_i6	84	77
TR30628|c0_g1_i7	34	33
TR30628|c0_g1_i8	0	5
TR30629|c0_g1_i1	70	173
TR30629|c0_g1_i2	241	544
TR30630|c0_g1_i1	64	147
TR30630|c0_g1_i2	111	221
TR30630|c0_g1_i3	136	249
TR30630|c0_g1_i4	79	167
TR30631|c0_g1_i1	0	29
TR30631|c0_g2_i1	274	168
TR30631|c0_g1_i2	537	880
TR30631|c0_g1_i3	210	0
TR30632|c0_g1_i1	513	437
TR30632|c0_g1_i2	14	6
TR30633|c0_g1_i1	247	345
TR30633|c0_g1_i2	190	79
TR30633|c0_g1_i3	65	28
TR30633|c0_g1_i4	0	0
TR30634|c0_g1_i1	51	98
TR30635|c0_g1_i1	9	17
TR30635|c2_g1_i1	0	7
TR30635|c2_g1_i2	3	90
TR30635|c2_g1_i3	0	0
TR30635|c2_g1_i4	0	0
TR30635|c2_g1_i5	1	57
TR30635|c2_g2_i1	4	24
TR30635|c2_g3_i1	12	65
TR30635|c2_g4_i1	0	20
TR30635|c2_g4_i2	17	71
TR30635|c2_g4_i3	0	12
TR30635|c2_g5_i1	31	3
TR30635|c2_g4_i4	4	18
TR30635|c2_g4_i5	0	36
TR30635|c2_g4_i6	29	0
TR30635|c2_g4_i7	12	0
TR30635|c2_g4_i8	6	5
TR30635|c2_g4_i9	14	43
TR30635|c2_g4_i10	19	73
TR30635|c2_g5_i2	1	17
TR30635|c2_g6_i1	6	0
TR30635|c2_g4_i11	0	34
TR30635|c2_g4_i12	0	20
TR30635|c2_g4_i13	0	0
TR30635|c2_g4_i14	13	30
TR30635|c2_g4_i15	0	0
TR30635|c2_g6_i2	0	32
TR30635|c2_g4_i16	9	9
TR30635|c2_g4_i17	0	6
TR30635|c2_g4_i18	20	0
TR30635|c2_g4_i19	20	15
TR30635|c2_g4_i20	0	0
TR30635|c2_g4_i21	11	29
TR30635|c2_g4_i22	0	18
TR30635|c2_g4_i23	3	0
TR30635|c2_g6_i3	10	0
TR30636|c0_g1_i1	69	81
TR30636|c0_g1_i2	129	281
TR30636|c1_g1_i1	2081	3857
TR30636|c1_g1_i2	255	823
TR30636|c1_g1_i3	526	327
TR30636|c1_g1_i4	326	378
TR30636|c1_g1_i5	229	408
TR30637|c0_g1_i1	642	576
TR30637|c0_g1_i2	101	230
TR30637|c0_g1_i3	144	221
TR30637|c0_g1_i4	140	23
TR30637|c0_g1_i5	5	15
TR30638|c0_g1_i1	233	184
TR30638|c0_g1_i2	66	42
TR30639|c1_g1_i1	0	6
TR30639|c1_g1_i2	41	97
TR30640|c0_g1_i1	306	326
TR30640|c0_g1_i2	179	98
TR30641|c0_g1_i1	124	277
TR30642|c0_g1_i1	45	9
TR30642|c0_g1_i2	52	100
TR30643|c0_g1_i1	65	62
TR30643|c0_g1_i2	18	29
TR30643|c0_g1_i3	32	75
TR30643|c0_g1_i4	234	80
TR30644|c0_g1_i1	322	384
TR30645|c0_g1_i1	47	59
TR30645|c0_g2_i1	4	2
TR30645|c0_g3_i1	158	125
TR30646|c0_g1_i1	180	440
TR30646|c0_g1_i2	120	330
TR30647|c0_g1_i1	45	36
TR30647|c0_g1_i2	0	33
TR30648|c0_g1_i1	3015	5794
TR30649|c0_g1_i1	121	72
TR30649|c0_g1_i2	146	51
TR30649|c0_g1_i3	145	174
TR30649|c0_g1_i4	0	0
TR30649|c0_g1_i5	72	182
TR30650|c0_g1_i1	214	93
TR30650|c0_g1_i2	39	177
TR30650|c1_g1_i1	19	82
TR30650|c1_g1_i2	87	34
TR30650|c1_g1_i3	190	199
TR30651|c0_g1_i1	404	47
TR30652|c0_g1_i1	57	55
TR30652|c1_g1_i1	275	486
TR30653|c0_g1_i1	303	843
TR30654|c0_g1_i1	2	20
TR30654|c0_g1_i2	31	48
TR30654|c0_g2_i1	722	886
TR30654|c0_g2_i2	154	184
TR30655|c0_g1_i1	98	32
TR30655|c0_g1_i2	358	120
TR30655|c0_g1_i3	142	39
TR30655|c0_g1_i4	28	2
TR30655|c0_g1_i5	295	212
TR30655|c0_g1_i6	353	633
TR30656|c0_g1_i1	568	1183
TR30656|c0_g1_i2	594	1120
TR30657|c1_g1_i1	18	17
TR30657|c2_g1_i1	14	42
TR30657|c2_g1_i2	15	236
TR30657|c2_g1_i3	21	413
TR30657|c3_g1_i1	31	108
TR30657|c3_g1_i2	7	27
TR30657|c3_g1_i3	39	41
TR30657|c3_g1_i4	73	38
TR30657|c3_g1_i5	0	9
TR30657|c3_g1_i6	12	2
TR30658|c1_g1_i1	10	33
TR30658|c5_g1_i1	199	272
TR30658|c6_g1_i1	243	555
TR30658|c6_g1_i2	788	1521
TR30658|c7_g1_i1	16	0
TR30658|c7_g1_i2	96	220
TR30658|c7_g1_i3	841	1161
TR30658|c7_g1_i4	11	10
TR30658|c7_g1_i5	54	94
TR30658|c7_g1_i6	79	87
TR30658|c7_g1_i7	14	119
TR30658|c7_g1_i8	0	39
TR30658|c7_g1_i9	65	143
TR30658|c7_g1_i10	13	73
TR30658|c7_g1_i11	0	8
TR30658|c7_g1_i12	0	0
TR30658|c7_g2_i1	28	19
TR30658|c7_g2_i2	57	25
TR30658|c7_g3_i1	24	18
TR30658|c7_g2_i3	25	23
TR30658|c7_g2_i4	13	11
TR30658|c7_g2_i5	0	9
TR30658|c7_g2_i6	0	0
TR30658|c7_g2_i7	0	15
TR30658|c7_g2_i8	56	81
TR30658|c8_g1_i1	16	25
TR30659|c0_g1_i1	286	1207
TR30659|c0_g2_i1	151	706
TR30660|c0_g1_i1	689	440
TR30660|c0_g1_i2	626	732
TR30661|c0_g1_i1	70	107
TR30661|c0_g1_i2	3	11
TR30661|c0_g1_i3	3	2
TR30661|c0_g2_i1	5	34
TR30661|c0_g2_i2	0	108
TR30662|c0_g1_i1	1558	2127
TR30663|c0_g1_i1	217	1629
TR30663|c0_g1_i2	150	928
TR30664|c0_g1_i1	314	3067
TR30664|c0_g1_i2	301	1546
TR30665|c2_g1_i1	9	19
TR30665|c2_g2_i1	126	148
TR30665|c3_g1_i1	0	0
TR30665|c3_g1_i2	824	1141
TR30665|c3_g2_i1	9	36
TR30665|c3_g2_i2	2	1
TR30665|c4_g1_i1	96	58
TR30665|c4_g1_i2	6	18
TR30665|c4_g1_i3	298	235
TR30665|c4_g1_i4	55	85
TR30665|c4_g2_i1	52	122
TR30665|c4_g3_i1	12	30
TR30666|c0_g1_i1	18387	16730
TR30667|c0_g1_i1	790	11684
TR30667|c0_g1_i2	176	7950
TR30667|c0_g1_i3	615	23686
TR30667|c0_g1_i4	2705	34468
TR30667|c1_g1_i1	1	16
TR30668|c0_g1_i1	680	663
TR30668|c0_g1_i2	574	314
TR30669|c0_g1_i1	1088	1940
TR30669|c0_g1_i2	0	14
TR30670|c0_g1_i1	405	19
TR30670|c0_g1_i2	2406	1262
TR30670|c0_g2_i1	25	2
TR30671|c0_g1_i1	0	1
TR30671|c0_g1_i2	134	59
TR30671|c0_g1_i3	139	42
TR30672|c0_g1_i1	9	34
TR30672|c0_g1_i2	12	0
TR30672|c0_g1_i3	6	0
TR30672|c0_g1_i4	0	15
TR30672|c0_g1_i5	32	0
TR30672|c0_g1_i6	11	10
TR30672|c0_g1_i7	0	9
TR30672|c0_g1_i8	0	3
TR30673|c0_g1_i1	0	14
TR30673|c0_g2_i1	43	136
TR30673|c0_g2_i2	266	286
TR30674|c0_g1_i1	61	80
TR30674|c1_g1_i1	36	43
TR30674|c1_g1_i2	2	0
TR30674|c1_g1_i3	35	59
TR30674|c1_g1_i4	58	53
TR30675|c0_g1_i1	2740	2839
TR30675|c0_g1_i2	63	98
TR30675|c0_g1_i3	51	258
TR30675|c0_g1_i4	2009	1220
TR30675|c0_g1_i5	451	442
TR30675|c0_g1_i6	17	72
TR30675|c0_g1_i7	218	19
TR30675|c0_g1_i8	135	41
TR30676|c0_g1_i1	120	269
TR30676|c0_g1_i2	10	7
TR30677|c0_g1_i1	41	263
TR30677|c0_g1_i2	14	19
TR30677|c0_g1_i3	30	0
TR30677|c0_g1_i4	5	1
TR30677|c0_g1_i5	58	35
TR30678|c0_g1_i1	139	17
TR30678|c0_g1_i2	76	41
TR30678|c0_g2_i1	1	3
TR30678|c0_g2_i2	99	41
TR30679|c0_g1_i1	757	1275
TR30680|c0_g1_i1	357	752
TR30681|c0_g1_i1	362	160
TR30681|c0_g1_i2	351	254
TR30682|c0_g1_i1	417	694
TR30682|c0_g1_i2	19	13
TR30683|c0_g1_i1	2399	2474
TR30684|c0_g1_i1	107	359
TR30685|c0_g1_i1	191	79
TR30685|c0_g1_i2	96	252
TR30686|c0_g1_i1	22	9
TR30686|c0_g1_i2	56	70
TR30686|c0_g1_i3	50	23
TR30687|c0_g1_i1	254	347
TR30687|c0_g1_i2	234	142
TR30688|c0_g1_i1	9	14
TR30688|c0_g2_i1	5	7
TR30688|c1_g1_i1	11	150
TR30688|c1_g1_i2	113	115
TR30688|c1_g2_i1	188	239
TR30688|c1_g2_i2	163	140
TR30688|c1_g3_i1	375	408
TR30689|c0_g1_i1	522	346
TR30689|c0_g1_i2	22	137
TR30690|c0_g1_i1	249	406
TR30690|c0_g1_i2	851	493
TR30691|c0_g1_i1	102	197
TR30691|c0_g1_i2	109	392
TR30691|c0_g1_i3	0	16
TR30692|c0_g1_i1	154	271
TR30692|c0_g1_i2	2	9
TR30693|c0_g1_i1	560	495
TR30693|c1_g1_i1	332	658
TR30694|c0_g1_i1	706	596
TR30695|c0_g1_i1	1422	1738
TR30696|c0_g1_i1	1286	15102
TR30697|c0_g1_i1	18	3
TR30697|c0_g1_i2	317	157
TR30698|c0_g1_i1	125	242
TR30698|c0_g1_i2	52	38
TR30698|c0_g1_i3	56	43
TR30698|c0_g1_i4	23	6
TR30699|c0_g1_i1	40	0
TR30699|c0_g1_i2	0	22
TR30699|c0_g1_i3	11	0
TR30699|c0_g1_i4	34	65
TR30699|c0_g1_i5	17	6
TR30700|c1_g1_i1	25	62
TR30700|c1_g1_i2	44	6
TR30700|c1_g1_i3	0	75
TR30700|c1_g1_i4	16	26
TR30701|c0_g1_i1	152	193
TR30701|c0_g1_i2	87	176
TR30702|c0_g1_i1	551	830
TR30703|c0_g1_i1	259	348
TR30704|c0_g1_i1	378	559
TR30704|c0_g1_i2	221	174
TR30704|c0_g1_i3	59	61
TR30705|c0_g1_i1	665	954
TR30705|c0_g1_i2	192	275
TR30705|c1_g1_i1	38	27
TR30705|c1_g1_i2	9	46
TR30705|c1_g1_i3	39	94
TR30705|c1_g1_i4	0	0
TR30705|c1_g1_i5	48	192
TR30705|c2_g1_i1	34	77
